x, y
1.327341284512434, 2.0182165785065864
1.3272422046050125, 2.0537370271022395
1.3272368969615502, 2.065305031537623
1.327343053863712, 2.083763425754455
1.3370229194395773, 2.072345921856179
1.3369248989666431, 2.051898202253045
1.3371084704524345, 2.0336777799140595
1.3368286676754564, 2.018013276461224
1.3366397893579671, 1.9940419838702739
1.3461810737610456, 1.9794048055703315
1.3466477151560825, 1.9908413819124717
1.3460339357877855, 1.9998269292716038
1.3464502702126833, 2.0108996420936833
1.3458796376304887, 2.0199757212492897
1.3464987312905536, 2.038545100844146
1.346265416192154, 2.052110505190709
1.3461918405856843, 2.07737931631895
1.3558754108370747, 2.101059219008752
1.35580311731729, 2.0809003332024814
1.3558952922308019, 2.0630626198249082
1.355989280947632, 2.050770013179918
1.355891677410259, 2.0409220029153468
1.3559856658765148, 2.031121283817287
1.3561736623549152, 2.0164479875015546
1.3557904663476341, 2.0025075943499546
1.3558844477980845, 1.9940202675592058
1.3561158145087377, 1.9844988059670015
1.366163936715893, 1.9811247247731114
1.366102020691239, 2.0528537384717787
1.3659381388765448, 2.0758414519491106
1.3660328237490995, 2.0851198069195744
1.3656359195438434, 2.110197478452151
1.366109304783786, 2.139225537730958
1.374999227589397, 2.1168034699985347
1.375200858983197, 2.106626888919023
1.3754318549112976, 2.096567729873213
1.3752943526613124, 2.0715053892603543
1.3751971926939603, 2.062023731424571
1.3755785391307902, 2.0527028347542724
1.3756518871066608, 1.9956442138909347
1.3856249461057346, 2.017694627980675
1.3855935467406617, 2.0560812598575926
1.3854938123007046, 2.0644055262438457
1.3855824647816952, 2.0724813415449446
1.3855824647816952, 2.0817730175388784
1.3854845779934735, 2.098429445645793
1.385783800857609, 2.090998180001753
1.3852888251626685, 2.1086353191055442
1.385783800857609, 2.090998180001753
1.3856563461823586, 2.120397081267595
1.3857523978927608, 2.13082002181924
1.3956219363409244, 2.1798886837345632
1.3956200759737423, 2.166964875723761
1.3957168183556021, 2.1471730883153697
1.3959214877996198, 2.1184928040158058
1.3959196270331349, 2.1059329909961515
1.3960163901794447, 2.094040499287946
1.3957986825319366, 2.0604411349866876
1.3955531044067562, 2.024407848058915
1.405722907542199, 2.0429790348346217
1.4057716280457315, 2.07901454557664
1.4051290279501742, 2.1041161767070213
1.4055111803542983, 2.1136532662939747
1.4055093068047315, 2.1247313524505396
1.4052189368139554, 2.1416148723909347
1.4053163445750807, 2.153372969922854
1.405383784672781, 2.1851178384940697
1.4157592125211886, 2.2091896182777027
1.416102726677243, 2.193636009348289
1.4158101681479665, 2.1478688788287164
1.4160385473727093, 2.0904744816336187
1.4160385473727093, 2.0727917117089767
1.415538425996214, 2.080277211235267
1.415538425996214, 2.080277211235267
1.4162197670151973, 2.063731154377211
1.426260668911832, 2.1017114548720013
1.426260668911832, 2.11112843202879
1.4264565069804624, 2.1245751650642792
1.4264431967455513, 2.135140718459278
1.4267360506052806, 2.1465476540031974
1.4265344694219508, 2.158332833961583
1.4266295513368121, 2.170608184657049
1.4264279852005881, 2.1818897321811783
1.436154502113038, 2.1366585216345313
1.436154502113038, 2.1366585216345313
1.4362693706141465, 2.1250264043973095
1.4362693706141465, 2.148085263002859
1.4366140312458426, 2.157909773463478
1.4366102012289215, 2.168800527388695
1.4366082862242902, 2.1794673319678886
1.4367078698500932, 2.1884877624128563
1.4364033954775615, 2.2098934715910485
1.447038691805898, 2.246773953707077
1.4465970394880832, 2.207812639574549
1.4464909858640995, 2.190132931425078
1.447231595374514, 2.1741865829422573
1.4467918127571253, 2.147500491063514
1.4470849863172663, 2.138398633721062
1.4576614060736341, 2.1433181718264285
1.4573000403689647, 2.1635691861033712
1.4572980977847312, 2.177278800891454
1.457702211056589, 2.1889108580800927
1.457702211056589, 2.2053434456580385
1.4575895143590305, 2.2248050477580747
1.4679393790116262, 2.211374099814396
1.4681898666590891, 2.1991855295815426
1.4675872030599386, 2.1699700159990387
1.4782444996538633, 2.1653842743380554
1.4784987165985015, 2.1871653711158134
1.4781853856991085, 2.200125790696181
1.478287851389811, 2.2106156053739974
1.4786366820753165, 2.2329003085681083
1.4783233219375842, 2.245471365356262
1.4882707771997286, 2.25998914083963
1.48878667269492, 2.245825985935989
1.4892809094830792, 2.231186564918782
1.4886596664448724, 2.2141152749090542
1.4887946109453156, 2.1991975049029087
1.4884473520696822, 2.1842018317561736
1.4997438470080082, 2.2027750548051763
1.4999737684049186, 2.2522248737039776
1.5106467402347585, 2.244603392698227
