x, y
1.2351326938830032, 1.6350365323499259
1.235330281976684, 1.6562966743897236
1.2439543686655616, 1.6959287609684788
1.2439958242332692, 1.7059782746499024
1.2438946750750473, 1.7470607458796532
1.262164005801747, 1.7593138619443427
1.2625257883870016, 1.7343167941053967
1.262737858001658, 1.7114819393845073
1.262108485559702, 1.6973053179523636
1.2623978906018938, 1.680297313974699
1.5107997889475255, 1.879407681375535
1.5109387544976776, 2.1410027155231957
1.5544453349621716, 2.2577627825925837
1.5890939167824958, 2.2992639025008605
1.544518746888987, 2.24746530497395
1.532964687089136, 2.2658052253249816
1.2711685791580174, 1.6754412409064168
1.270960176223422, 1.6984656338092472
1.2711329957502324, 1.7081162241691343
1.271299060175652, 1.7268909240699963
1.2713787110157142, 1.7401298065514554
1.2803312575139387, 1.7229741176883606
1.2801623067892278, 1.709335123243311
1.2803329642006616, 1.6935339993656326
1.2803329642006616, 1.6843968296039986
1.2802356866883016, 1.6753636944063266
1.2895823281730903, 1.6855850347902017
1.2894912234749139, 1.6931375062446672
1.289379500084969, 1.7034348186068349
1.2897198568893287, 1.717026733798047
1.2897783110349534, 1.7298932439889578
1.2897783110349534, 1.7298932439889578
1.2896837541816717, 1.7415612074283227
1.2898230130515613, 1.7597641815791552
1.298933140452291, 1.7801046936075027
1.298839643791882, 1.765061676463863
1.29865267066013, 1.7486549539957281
1.2987271104412415, 1.7370293197665443
1.2988915855501215, 1.7284761391439898
1.2987980918808166, 1.7206629664610027
1.2985193821780332, 1.7044183333057783
1.3083064116636498, 1.646450166170818
1.3082506056041783, 1.6617893626990394
1.308128538147863, 1.6929899976181544
1.3080308923833808, 1.7079441596217568
1.3082122403191263, 1.7170734833118761
1.308302923715192, 1.7283349630907598
1.3080709960117143, 1.7412577659060595
1.3084058221038168, 1.7611733722639344
1.3172011442756444, 1.7714358665324592
1.3174522523641161, 1.750994168591532
1.3177508347517448, 1.736575361681004
1.317564651909802, 1.7440903612215561
1.3172432849479663, 1.7245557372946663
1.317513719677565, 1.7140887458610334
1.3172748913369543, 1.6824122411131313
1.3269786172966753, 1.7143221061740253
1.3271572848566002, 1.7448217947819313
1.3270564497123127, 1.753150346154403
1.3267752132213602, 1.7630348479966924
1.3267999737897374, 1.7735206393779142
1.3267964365373928, 1.7853078682271455
1.326888408163284, 1.797344704400397
1.3367306614436019, 1.8356478080974925
1.3371191647139309, 1.7795958704163988
1.3365471418271708, 1.75223889428383
1.336915988370903, 1.7381552693727607
1.336960541943503, 1.7163396628029934
1.336862526043618, 1.705439562171605
1.3460895592283555, 1.7153352581355708
1.3459944624824303, 1.7250065533307475
1.345804289144911, 1.7357197842240482
1.3457056248879407, 1.7440048890034348
1.3459854914381082, 1.750164842728274
1.3458742554559053, 1.7600133440854044
1.3463838634201655, 1.7681448010256442
1.345650017312399, 1.7774071678358205
1.3463013081911086, 1.7864845680751633
1.3459209016840241, 1.7945575347116014
1.345868873302845, 1.8183572185849315
1.356070622595813, 1.8269074462868522
1.356067007307839, 1.805884628209474
1.3557362492432894, 1.7930923397478316
1.3558266122884088, 1.7818551863892333
1.3557254060825956, 1.7630012472500787
1.355532050946422, 1.7532935492092936
1.3558808330064527, 1.734789054670341
1.35597482072099, 1.7249924635459513
1.3663314882647128, 1.8728387305663756
1.3661384415423647, 1.855910166319468
1.3658489225987374, 1.8354329129925204
1.3661329783527956, 1.8234140292031817
1.3662276767313433, 1.8085515108070727
1.3662276767313433, 1.79859299717272
1.366511811254941, 1.7884360964561425
1.3662203920076375, 1.777581390576603
1.3658288952556545, 1.765061676463863
1.3657233013937822, 1.7526492275646826
1.375681227392085, 1.7591701671707805
1.3756188800335418, 1.8446911361047729
1.375413520483696, 1.8341690395272452
1.3753658521157004, 1.8097336759624827
1.375461190503814, 1.7992248166464226
1.375461190503814, 1.7888792586979143
1.3753896860931865, 1.794073888064479
1.3857450090632741, 1.7319762812875856
1.3855639950470469, 1.7805942703327962
1.3856471107918402, 1.7895953681481243
1.3857893426311596, 1.7976236593434747
1.3852001914693584, 1.820224619611972
1.3853903915751855, 1.8354778889559487
1.3857209956395289, 1.8526639163783787
1.3855787708150693, 1.8599569885621317
1.3959456779896415, 1.9079395487316924
1.3957651920612693, 1.8696697672646552
1.3959512604007158, 1.8633834310930055
1.3959512604007158, 1.8523209437332195
1.3960424429417664, 1.842904001223656
1.3960424429417664, 1.833794540744387
1.3959438171909113, 1.8244717838954916
1.395845198407637, 1.8143218691499667
1.3959419563946611, 1.8035653806734435
1.3957428655272492, 1.7943963046774605
1.395834034456095, 1.784515734531251
1.3956368193676572, 1.7746895702407375
1.4055317895643635, 1.7706547086783395
1.4056666936747544, 1.7835491275216626
1.4051215358045284, 1.797545351831048
1.4050222686459888, 1.8048229077536426
1.4052151904964418, 1.812939255101249
1.4054062654245405, 1.8207896754492086
1.4056985479236352, 1.8427835825345857
1.4056985479236352, 1.8427835825345857
1.405469962840737, 1.8321676076934528
1.4056929265331446, 1.8526286074388612
1.4057435198568504, 1.8634950485302166
1.4157837464829304, 1.9118603600318511
1.415808280869826, 1.8723900625026726
1.415762986949169, 1.8405121550775945
1.416029109485018, 1.824759917269928
1.415993246085467, 1.8126184418414313
1.416006458811204, 1.8035653806734435
1.4158026190504986, 1.7943963046774605
1.4159385089636478, 1.7728254426237222
1.427141200813691, 1.8202444431637668
1.4264584084527314, 1.8446158005169606
1.4263671406428728, 1.8849062466057396
1.436562326878939, 1.9239697650560559
1.43644743494807, 1.9056396930610688
1.4363976512983416, 1.8850858740208702
1.4363976512983416, 1.8850858740208702
1.43639573657704, 1.8937848676176692
1.436148758929143, 1.8509396089573127
1.4361468445396153, 1.8399660265334745
1.4361391870070228, 1.820085860794208
1.4465526888448863, 1.8055994752823168
1.4467300995764623, 1.8452989557045205
1.4467455276248373, 1.8588634777415203
1.4469248907610317, 1.8897210389812669
1.4466741742802656, 1.9053232258710282
1.4574437987882707, 1.8811380222810234
1.4574146574222318, 1.8497305270136315
1.4675206904233478, 1.8925117289702347
1.2530879108326496, 1.9546410991748668
1.2528574209567456, 1.9961006775382961
1.2620008168998167, 1.9630356370877768
1.2802988308984555, 1.9896330011105583
1.28957889014309, 2.0233884248912957
1.2899330553854842, 1.931401548751793
1.2987253792350804, 1.9556099126037305
1.2990803247565703, 1.9677392434990923
1.2980521150589421, 1.978499617731689
1.2992638956093736, 1.9879273451418746
1.298642284053147, 2.0019297491649084
1.298642284053147, 2.0116717660077055
1.3082540934131555, 2.055711823766975
1.3080936638237886, 2.0200472188251513
1.3078164460219908, 2.0035819572499087
1.3080866890705432, 1.9928316603992982
1.3176981388254334, 1.9521999040165865
1.317297718645088, 1.966159417362338
1.317324058338329, 1.982376513691265
1.3172292379073955, 1.9928262345946592
1.3175365511244006, 2.0138144552770365
1.3171642722932653, 2.0055631306886452
1.3173837635928694, 2.0315526744446863
1.3172871829152566, 2.056898733165199
1.3174469838706868, 2.073000532334448
1.3271095198858407, 1.9679803454893552
1.3273855190019594, 1.979922241689646
1.3270281464875298, 1.9935751352981066
1.3275288488738637, 2.0054812252279492
