id,family,population,block,sw,bb_cum97,bb_cum98,bb_cum99,ht99mm,ht98mm,ht97mm,growth_97,ws_sum,ws_wsum
1414_17,906,STU,3,43,7,6,7,100,NA,NA,60,NA,NA
1414_18,906,STU,3,43,8,NA,10,165,100,60,NA,NA,NA
1414_19,906,STU,3,43,8,NA,9,100,60,55,150,NA,NA
1415_1,906,STU,4,43,6,NA,7,185,85,NA,300,NA,NA
1415_2,906,STU,4,43,4,2,4,300,120,NA,460,NA,NA
1415_3,906,STU,2,43,7,6,NA,NA,NA,NA,560,7,1.383540725
1415_4,906,STU,4,43,7,NA,2,130,75,NA,NA,NA,NA
1415_5,906,STU,4,43,6,2,6,185,110,NA,420,NA,NA
1415_6,906,STU,2,43,6,5,NA,NA,NA,NA,360,0,0
1415_7,907,STU,3,60.5,8,10,NA,210,140,75,600,NA,NA
1415_8,907,STU,3,60.5,7,NA,10,130,NA,100,NA,NA,NA
1415_9,907,STU,4,60.5,4,2,7,185,80,NA,470,NA,NA
1415_10,907,STU,4,60.5,6,NA,7,175,115,NA,530,NA,NA
1415_11,907,STU,4,60.5,10,NA,8,155,80,NA,500,NA,NA
1415_12,907,STU,4,60.5,8,NA,7,220,165,NA,460,NA,NA
1415_13,907,STU,1,60.5,8,NA,NA,NA,NA,NA,600,6,1.176564508
1415_14,907,STU,1,60.5,6,6,NA,NA,NA,NA,450,1,0.230926715
1415_15,907,STU,1,60.5,9,9,NA,NA,NA,NA,550,1,0.598137309
1415_16,907,STU,4,60.5,7,NA,7,155,65,NA,540,NA,NA
1415_17,907,STU,2,60.5,8,NA,NA,NA,NA,NA,520,6,1.910985695
1416_1,907,STU,1,60.5,8,NA,NA,NA,NA,NA,290,0,0
1416_2,907,STU,2,60.5,9,2,NA,NA,NA,NA,520,3,0.668829648
1416_3,907,STU,1,60.5,9,8,NA,NA,NA,NA,530,6,1.543775102
1416_4,907,STU,3,60.5,10,NA,10,165,NA,120,460,NA,NA
1416_5,907,STU,2,60.5,9,9,NA,NA,NA,NA,460,6,1.543775102
1416_6,907,STU,3,60.5,9,8,6,185,NA,140,460,NA,NA
1416_7,907,STU,2,60.5,9,6,NA,NA,NA,NA,260,0,0.367210594
1416_8,907,STU,2,60.5,10,9,NA,NA,NA,NA,400,0,0
1416_9,907,STU,3,60.5,8,9,7,160,NA,120,500,NA,NA
1416_10,908,STU,4,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416_11,908,STU,4,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416_12,908,STU,4,59.5,4,NA,7,200,135,NA,300,NA,NA
1416_13,908,STU,1,59.5,3,2,NA,NA,NA,NA,210,0,0
1416_14,908,STU,1,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416_15,908,STU,1,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416_16,908,STU,2,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416_17,908,STU,2,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416_18,908,STU,1,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416_19,908,STU,2,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418_1,908,STU,2,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418_2,908,STU,4,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418_3,909,STU,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418_4,909,STU,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418_5,909,STU,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418_6,909,STU,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418_7,909,STU,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418_8,909,STU,2,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418_9,909,STU,2,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418_10,909,STU,2,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418_11,909,STU,2,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418_12,909,STU,2,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418_13,1601,TAR,1,62.5,6,NA,NA,NA,NA,NA,370,2,0.461853431
1418_14,1601,TAR,1,62.5,6,5,NA,NA,NA,NA,440,2,0.461853431
1418_15,1601,TAR,1,62.5,8,8,NA,NA,NA,NA,560,2,1.196274618
1418_16,1601,TAR,1,62.5,4,5,NA,NA,NA,NA,100,0,0
1418_17,1601,TAR,1,62.5,8,8,NA,NA,NA,NA,400,2,0.805113526
1418_18,1601,TAR,3,62.5,7,7,7,200,NA,NA,420,NA,NA
1418_19,1601,TAR,2,62.5,8,NA,NA,NA,NA,NA,460,0,0
1419_1,1601,TAR,2,62.5,8,8,NA,NA,NA,NA,NA,0,0
1419_2,1601,TAR,2,62.5,5,4,NA,NA,NA,NA,480,0,0
1419_3,1601,TAR,2,62.5,6,NA,NA,NA,NA,NA,740,5,1.036040241
1419_4,1601,TAR,4,62.5,6,NA,6,NA,160,85,350,NA,NA
1419_5,1601,TAR,4,62.5,8,NA,7,160,NA,NA,410,NA,NA
1419_6,1601,TAR,4,62.5,8,7,7,140,85,75,250,NA,NA
1419_7,1601,TAR,4,62.5,10,NA,8,120,NA,NA,430,NA,NA
1419_8,1601,TAR,3,62.5,7,8,NA,NA,220,NA,730,NA,NA
1419_9,1601,TAR,3,62.5,3,NA,7,245,130,110,440,NA,NA
1419_10,1601,TAR,3,62.5,6,8,NA,245,NA,NA,620,NA,NA
1419_11,1601,TAR,3,62.5,3,NA,4,130,NA,NA,200,NA,NA
1419_12,1601,TAR,2,62.5,6,5,NA,NA,NA,NA,400,0,0
1419_13,1610,TAR,3,49,2,NA,2,200,90,NA,200,NA,NA
1419_14,1610,TAR,3,49,8,2,6,240,150,NA,350,NA,NA
1419_15,1610,TAR,4,49,5,NA,5,130,120,NA,350,NA,NA
1419_16,1610,TAR,4,49,6,NA,4,250,165,NA,700,NA,NA
1419_17,1610,TAR,3,49,5,NA,3,290,NA,120,350,NA,NA
1420_1,1610,TAR,4,49,4,NA,6,245,110,85,NA,NA,NA
1420_2,1610,TAR,1,49,5,8,NA,NA,NA,NA,750,3,0.668829648
1420_3,1610,TAR,4,49,4,NA,3,175,100,NA,430,NA,NA
1420_4,1610,TAR,3,49,5,NA,3,325,140,NA,600,NA,NA
1420_5,1610,TAR,1,49,5,2,NA,NA,NA,NA,520,7,1.230926715
1420_6,1610,TAR,2,49,5,2,NA,NA,NA,NA,360,1,0.965347903
1420_7,1610,TAR,1,49,5,8,NA,NA,NA,NA,650,5,1.036040241
1420_8,1610,TAR,3,49,5,NA,6,185,110,NA,440,NA,NA
1420_9,1610,TAR,2,49,4,2,NA,NA,NA,NA,400,1,0.230926715
1420_10,1610,TAR,2,49,5,2,NA,NA,NA,NA,670,7,1.383540725
1420_11,1610,TAR,2,49,7,8,NA,NA,NA,NA,620,1,0.965347903
1420_12,1610,TAR,1,49,6,NA,NA,NA,NA,NA,360,2,0.461853431
1420_13,1611,TAR,1,60.5,5,2,NA,NA,NA,NA,340,6,1
1420_14,1611,TAR,2,60.5,5,5,NA,NA,NA,NA,300,0,0.734421187
1420_15,1611,TAR,2,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1420_16,1611,TAR,2,60.5,6,10,NA,NA,NA,NA,230,0,0.367210594
1420_17,1611,TAR,2,60.5,6,5,NA,NA,NA,NA,NA,0,0
1420_18,1611,TAR,1,60.5,7,6,NA,NA,NA,NA,450,7,1.965347903
1420_19,1611,TAR,1,60.5,7,5,NA,NA,NA,NA,350,0,0.734421187
1501_1,1611,TAR,1,60.5,5,2,NA,NA,NA,NA,480,7,1.230926715
1501_2,1611,TAR,1,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501_3,1611,TAR,2,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501_4,1613,TAR,4,36.5,5,NA,10,80,NA,NA,150,NA,NA
1501_5,1613,TAR,1,36.5,5,2,NA,NA,NA,NA,500,5,1.036040241
1501_6,1613,TAR,1,36.5,8,NA,NA,NA,NA,NA,350,0,0
1501_7,1613,TAR,1,36.5,7,5,NA,NA,NA,NA,540,2,0.461853431
1501_8,1613,TAR,1,36.5,2,3,NA,NA,NA,NA,150,4,0.805113526
1502_1,1613,TAR,4,36.5,4,NA,6,205,155,105,500,NA,NA
1502_2,1613,TAR,4,36.5,4,NA,4,225,95,NA,NA,NA,NA
1502_3,1613,TAR,1,36.5,5,3,NA,NA,NA,NA,470,0,0
1502_4,1613,TAR,3,36.5,8,NA,6,220,100,NA,350,NA,NA
1502_5,1613,TAR,3,36.5,6,2,NA,185,NA,NA,500,NA,NA
1502_6,1613,TAR,2,36.5,6,2,NA,NA,NA,NA,720,10,1.805113526
1502_7,1613,TAR,3,36.5,6,NA,4,145,80,NA,350,NA,NA
1502_8,1613,TAR,3,36.5,8,NA,NA,240,NA,70,460,NA,NA
1502_9,1613,TAR,3,36.5,5,NA,4,155,90,NA,320,NA,NA
1502_10,1613,TAR,2,36.5,7,10,NA,NA,NA,NA,450,1,0.598137309
1502_11,1613,TAR,2,36.5,5,4,NA,NA,NA,NA,150,0,0.734421187
1502_12,1613,TAR,4,36.5,4,NA,9,145,NA,NA,300,NA,NA
1502_13,1613,TAR,2,36.5,5,NA,NA,NA,NA,NA,400,1,0.230926715
1502_14,1615,TAR,3,61.5,8,NA,3,310,NA,230,720,NA,NA
1502_15,1615,TAR,3,61.5,9,NA,7,200,110,NA,350,NA,NA
1502_16,1615,TAR,1,61.5,5,4,NA,NA,NA,NA,520,8,1.610227052
1502_17,1615,TAR,3,61.5,7,NA,3,230,140,NA,500,NA,NA
1502_18,1615,TAR,2,61.5,6,NA,NA,NA,NA,NA,590,7,1.750751319
1502_19,1615,TAR,4,61.5,9,NA,8,145,NA,NA,700,NA,NA
1503_1,1615,TAR,1,61.5,5,8,NA,NA,NA,NA,710,9,2.485172506
1503_2,1615,TAR,3,61.5,2,NA,NA,305,140,NA,520,NA,NA
1503_3,1615,TAR,1,61.5,5,6,NA,NA,NA,NA,120,NA,NA
1503_4,1615,TAR,2,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503_5,1615,TAR,2,61.5,6,2,NA,NA,NA,NA,650,10,1.805113526
1503_6,1615,TAR,2,61.5,6,8,NA,NA,NA,NA,830,10,1.805113526
1503_7,1615,TAR,2,61.5,6,5,NA,NA,NA,NA,650,6,1.176564508
1503_8,1615,TAR,1,61.5,5,5,NA,NA,NA,NA,660,3,0.668829648
1503_9,1615,TAR,4,61.5,6,NA,9,310,120,NA,550,NA,NA
1503_10,1615,TAR,4,61.5,6,NA,4,230,140,130,900,NA,NA
1503_11,1615,TAR,4,61.5,4,NA,7,230,95,NA,NA,NA,NA
1503_12,1615,TAR,4,61.5,6,NA,10,190,NA,NA,300,NA,NA
1503_13,1616,TAR,2,59,9,NA,NA,NA,NA,NA,640,9,1.632789406
1503_14,1616,TAR,2,59,4,8,NA,NA,NA,NA,440,6,1.543775102
1503_15,1616,TAR,2,59,6,8,NA,NA,NA,NA,550,6,1.610227052
1503_16,1616,TAR,3,59,3,2,NA,NA,NA,NA,150,NA,NA
1503_17,1616,TAR,1,59,7,6,NA,NA,NA,NA,400,0,0.734421187
1504_1,1616,TAR,4,59,6,NA,2,205,95,NA,720,NA,NA
1504_2,1616,TAR,4,59,4,NA,4,265,190,105,700,NA,NA
1504_3,1616,TAR,4,59,9,7,5,NA,90,NA,500,NA,NA
1504_4,1616,TAR,3,59,5,NA,4,230,NA,100,520,NA,NA
1504_5,1616,TAR,3,59,8,NA,5,100,NA,NA,420,NA,NA
1504_6,1616,TAR,3,59,4,NA,6,160,110,NA,NA,NA,NA
1504_7,1616,TAR,3,59,2,NA,2,255,140,NA,420,NA,NA
1504_8,1616,TAR,1,59,5,4,NA,NA,NA,NA,NA,0,0
1504_9,1616,TAR,1,59,5,NA,NA,NA,NA,NA,130,0,0
1504_10,1616,TAR,1,59,4,2,NA,NA,NA,NA,630,5,1.036040241
1504_11,1616,TAR,1,59,6,5,NA,NA,NA,NA,600,8,2.312848386
1504_12,1616,TAR,4,59,6,7,2,NA,125,NA,450,NA,NA
1504_13,1616,TAR,2,59,8,5,NA,NA,NA,NA,250,5,1.312848386
1504_14,1616,TAR,2,59,5,8,NA,NA,NA,NA,430,1,0.598137309
1504_15,1617,TAR,1,51.5,6,9,NA,NA,NA,NA,700,5,1.403250835
1504_16,1617,TAR,4,51.5,7,9,6,220,NA,NA,450,NA,NA
1504_17,1617,TAR,1,51.5,2,NA,NA,NA,NA,NA,150,0,0.734421187
1504_18,1617,TAR,1,51.5,5,NA,NA,NA,NA,NA,530,1,0.230926715
1505_1,1617,TAR,1,51.5,5,NA,NA,NA,NA,NA,360,0,0
1505_2,1617,TAR,4,51.5,6,7,5,210,NA,NA,500,NA,NA
1505_3,1617,TAR,4,51.5,9,NA,6,360,170,105,540,NA,NA
1505_4,1617,TAR,4,51.5,6,NA,6,NA,210,100,400,NA,NA
1505_5,1617,TAR,4,51.5,6,NA,5,250,135,55,730,NA,NA
1505_6,1617,TAR,3,51.5,2,NA,4,150,85,NA,NA,NA,NA
1505_7,1617,TAR,3,51.5,5,6,5,280,125,NA,370,NA,NA
1505_8,1617,TAR,3,51.5,2,NA,9,160,85,NA,NA,NA,NA
1505_9,1617,TAR,2,51.5,4,6,NA,NA,NA,NA,NA,0,0
1505_10,1617,TAR,3,51.5,5,7,8,130,110,NA,300,NA,NA
1505_11,1617,TAR,2,51.5,6,8,NA,NA,NA,NA,320,1,0.598137309
1505_12,1617,TAR,2,51.5,6,NA,NA,NA,NA,NA,570,2,0.461853431
1505_13,1617,TAR,2,51.5,6,5,NA,NA,NA,NA,560,2,0.461853431
1505_14,1618,TAR,3,54.5,5,NA,2,120,NA,NA,300,NA,NA
1505_15,1618,TAR,3,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505_16,1618,TAR,3,54.5,3,3,4,NA,140,NA,NA,NA,NA
1505_17,1618,TAR,2,54.5,7,8,NA,NA,NA,NA,440,2,0.461853431
1505_18,1618,TAR,1,54.5,5,5,NA,NA,NA,NA,370,4,0.863716122
1505_19,1618,TAR,1,54.5,4,NA,NA,NA,NA,NA,530,4,1.539534713
1506_1,1618,TAR,1,54.5,8,7,NA,NA,NA,NA,550,4,1.598137309
1506_2,1618,TAR,1,54.5,5,6,NA,NA,NA,NA,450,2,0.461853431
1506_3,1618,TAR,4,54.5,8,8,4,120,NA,NA,130,NA,NA
1506_4,1618,TAR,2,54.5,7,6,NA,NA,NA,NA,500,4,1.598137309
1506_5,1618,TAR,2,54.5,6,NA,NA,NA,NA,NA,100,0,0.367210594
1506_6,1618,TAR,2,54.5,9,10,NA,NA,NA,NA,550,2,0.829064024
1506_7,1618,TAR,1,54.5,5,2,NA,NA,NA,NA,400,0,0
1506_8,1618,TAR,2,54.5,6,NA,NA,NA,NA,NA,NA,NA,NA
1507_1,1618,TAR,4,54.5,6,7,7,275,NA,NA,620,NA,NA
1507_2,1618,TAR,4,54.5,7,NA,6,200,150,100,470,NA,NA
1507_3,1618,TAR,4,54.5,8,NA,5,265,NA,NA,NA,NA,NA
1507_4,1618,TAR,4,54.5,6,NA,7,220,150,NA,360,NA,NA
1507_5,1618,TAR,3,54.5,8,NA,7,NA,100,NA,250,NA,NA
1507_6,1619,TAR,3,63,4,NA,10,130,NA,NA,400,NA,NA
1507_7,1619,TAR,3,63,5,10,NA,200,NA,NA,420,NA,NA
1507_8,1619,TAR,4,63,9,8,7,210,NA,NA,550,NA,NA
1507_9,1619,TAR,4,63,6,6,6,150,130,NA,470,NA,NA
1507_10,1619,TAR,4,63,4,NA,7,150,NA,NA,NA,NA,NA
1507_11,1619,TAR,4,63,9,NA,7,160,135,125,670,NA,NA
1507_12,1619,TAR,3,63,5,NA,8,100,NA,NA,250,NA,NA
1507_13,1619,TAR,3,63,5,NA,7,100,NA,NA,250,NA,NA
1507_14,1619,TAR,2,63,4,NA,NA,NA,NA,NA,440,3,0.668829648
1507_15,1619,TAR,2,63,7,5,NA,NA,NA,NA,350,2,1.196274618
1507_16,1619,TAR,2,63,8,NA,NA,NA,NA,NA,100,0,0.367210594
1507_17,1619,TAR,2,63,4,9,NA,NA,NA,NA,510,2,0.829064024
1507_18,1619,TAR,1,63,6,9,NA,NA,NA,NA,400,1,0.965347903
1507_19,1619,TAR,1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507_20,1619,TAR,1,63,4,9,NA,NA,NA,NA,300,0,0.367210594
1509_1,1619,TAR,1,63,3,NA,NA,NA,NA,NA,NA,0,0.734421187
1509_2,1619,TAR,3,63,2,NA,7,110,NA,NA,150,NA,NA
1509_3,1602,TAR,1,48.5,7,5,NA,NA,NA,NA,510,4,0.863716122
1509_4,1602,TAR,1,48.5,9,10,NA,NA,NA,NA,670,7,1.750751319
1509_5,1602,TAR,1,48.5,9,2,NA,NA,NA,NA,620,6,1.243016458
1509_6,1602,TAR,2,48.5,6,NA,NA,NA,NA,NA,470,2,0.461853431
1509_7,1602,TAR,4,48.5,6,2,3,165,120,NA,480,NA,NA
1509_8,1602,TAR,3,48.5,5,5,5,240,NA,150,590,NA,NA
1509_9,1602,TAR,1,48.5,7,NA,NA,NA,NA,NA,420,2,0.829064024
1509_10,1602,TAR,4,48.5,6,6,3,265,120,105,500,NA,NA
1509_11,1602,TAR,3,48.5,8,NA,6,160,110,NA,320,NA,NA
1509_12,1602,TAR,3,48.5,10,NA,7,220,140,110,650,NA,NA
1509_13,1602,TAR,4,48.5,9,NA,7,125,NA,NA,500,NA,NA
1509_14,1602,TAR,3,48.5,7,7,6,150,NA,NA,500,NA,NA
1509_15,1602,TAR,4,48.5,10,NA,7,160,120,NA,480,NA,NA
1509_16,1602,TAR,3,48.5,8,8,4,340,140,110,460,NA,NA
1509_17,1602,TAR,2,48.5,8,NA,NA,NA,NA,NA,800,2,1.196274618
1510_1,1602,TAR,2,48.5,6,NA,NA,NA,NA,NA,650,4,0.863716122
1510_2,1602,TAR,2,48.5,9,NA,NA,NA,NA,NA,650,2,0.461853431
1510_3,1620,TAR,1,81.5,9,NA,NA,NA,NA,NA,560,5,1.805113526
1510_4,1620,TAR,1,81.5,6,5,NA,NA,NA,NA,170,0,0.734421187
1510_5,1620,TAR,1,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510_6,1620,TAR,2,81.5,4,NA,NA,NA,NA,NA,650,7,2.117961912
1510_7,1620,TAR,1,81.5,5,2,NA,NA,NA,NA,620,7,1.230926715
1510_8,1620,TAR,4,81.5,7,8,8,150,135,NA,NA,NA,NA
1510_9,1620,TAR,4,81.5,6,8,6,215,NA,NA,520,NA,NA
1510_10,1620,TAR,1,81.5,7,5,NA,NA,NA,NA,450,0,0.734421187
1510_11,1620,TAR,4,81.5,6,8,8,120,NA,NA,NA,NA,NA
1510_12,1620,TAR,3,81.5,3,NA,8,105,NA,80,NA,NA,NA
1510_13,1620,TAR,3,81.5,7,NA,NA,NA,110,NA,360,NA,NA
1510_14,1620,TAR,3,81.5,8,5,6,140,NA,NA,280,NA,NA
1510_15,1620,TAR,2,81.5,7,9,NA,NA,NA,NA,130,NA,NA
1510_16,1620,TAR,2,81.5,9,9,NA,NA,NA,NA,450,NA,NA
1510_17,1620,TAR,4,81.5,6,NA,2,265,NA,NA,550,NA,NA
1510_18,1620,TAR,2,81.5,7,NA,NA,NA,NA,NA,320,2,0.829064024
1510_19,1620,TAR,4,81.5,8,NA,2,110,NA,NA,550,NA,NA
1511_1,1620,TAR,3,81.5,8,3,4,120,NA,NA,300,NA,NA
1511_2,1620,TAR,2,81.5,8,NA,NA,NA,NA,NA,NA,NA,NA
1511_3,1621,TAR,3,46.5,2,NA,2,130,NA,NA,200,NA,NA
1511_4,1621,TAR,3,46.5,3,NA,5,85,NA,NA,NA,NA,NA
1511_5,1621,TAR,2,46.5,4,NA,NA,NA,NA,NA,400,4,1.598137309
1511_6,1621,TAR,1,46.5,2,NA,NA,NA,NA,NA,320,6,1.176564508
1511_7,1621,TAR,1,46.5,4,NA,NA,NA,NA,NA,620,7,1.230926715
1511_8,1621,TAR,3,46.5,2,NA,4,125,NA,NA,350,NA,NA
1511_9,1621,TAR,4,46.5,4,NA,3,220,NA,NA,310,NA,NA
1513_1,1621,TAR,3,46.5,4,4,5,190,NA,140,560,NA,NA
1513_2,1621,TAR,2,46.5,4,2,NA,NA,NA,NA,300,2,0.461853431
1513_3,1621,TAR,2,46.5,4,NA,NA,NA,NA,NA,250,1,0.230926715
1513_4,1621,TAR,2,46.5,4,NA,NA,NA,NA,NA,300,1,0.230926715
1513_5,1621,TAR,1,46.5,2,8,NA,NA,NA,NA,470,2,0.829064024
1513_6,1621,TAR,1,46.5,2,5,NA,NA,NA,NA,370,4,0.863716122
1513_7,1621,TAR,4,46.5,6,5,6,430,185,NA,500,NA,NA
1513_8,1621,TAR,1,46.5,7,9,NA,NA,NA,NA,150,NA,NA
1513_9,1621,TAR,3,46.5,2,NA,NA,180,NA,NA,NA,NA,NA
1514_1,1621,TAR,4,46.5,5,NA,2,335,210,NA,600,NA,NA
1514_2,1621,TAR,4,46.5,4,NA,6,260,NA,NA,420,NA,NA
1514_3,1622,TAR,3,50,5,7,5,135,95,NA,300,NA,NA
1514_4,1622,TAR,3,50,3,8,5,140,NA,NA,350,NA,NA
1514_5,1622,TAR,4,50,5,3,5,160,NA,NA,520,NA,NA
1514_6,1622,TAR,1,50,6,8,NA,NA,NA,NA,430,5,1.437902932
1514_7,1622,TAR,4,50,8,2,7,165,NA,NA,700,NA,NA
1514_8,1622,TAR,4,50,4,3,7,160,NA,NA,NA,NA,NA
1514_9,1622,TAR,3,50,8,NA,9,175,NA,NA,520,NA,NA
1514_10,1622,TAR,2,50,6,5,NA,NA,NA,NA,620,9,2.367210594
1514_11,1622,TAR,4,50,6,7,7,110,NA,NA,420,NA,NA
1514_12,1622,TAR,3,50,5,5,5,210,NA,NA,500,NA,NA
1514_13,1622,TAR,2,50,6,NA,NA,NA,NA,NA,370,6,1.176564508
1514_14,1622,TAR,1,50,6,3,NA,NA,NA,NA,420,2,0.461853431
1514_15,1622,TAR,2,50,4,6,NA,NA,NA,NA,NA,3,1.367210594
1514_16,1622,TAR,1,50,6,8,NA,NA,NA,NA,450,3,1.036040241
1514_17,1622,TAR,1,50,6,NA,NA,NA,NA,NA,360,2,0.461853431
1514_18,1622,TAR,4,50,4,NA,7,130,NA,NA,NA,NA,NA
1514_19,1622,TAR,2,50,6,2,NA,NA,NA,NA,520,5,1.770461429
1517_1,1623,TAR,1,57,4,NA,NA,NA,NA,NA,NA,NA,NA
1517_2,1623,TAR,1,57,3,NA,NA,NA,NA,NA,NA,0,0
1517_3,1623,TAR,1,57,6,5,NA,NA,NA,NA,500,2,0.829064024
1517_4,1623,TAR,1,57,7,NA,NA,NA,NA,NA,300,0,0
1517_5,1623,TAR,4,57,6,NA,7,90,NA,NA,160,NA,NA
1517_6,1623,TAR,1,57,6,5,NA,NA,NA,NA,430,4,1.598137309
1517_7,1623,TAR,3,57,6,NA,9,160,NA,NA,NA,NA,NA
1517_8,1623,TAR,3,57,4,NA,5,205,NA,110,440,NA,NA
1517_9,1623,TAR,2,57,9,4,NA,NA,NA,NA,670,8,1.492265139
1517_10,1623,TAR,3,57,8,8,10,150,NA,NA,250,NA,NA
1517_11,1623,TAR,3,57,10,6,7,160,NA,NA,350,NA,NA
1517_12,1623,TAR,3,57,2,NA,5,185,115,110,300,NA,NA
1517_13,1623,TAR,2,57,7,NA,NA,NA,NA,NA,500,7,1.383540725
1517_14,1623,TAR,4,57,4,NA,6,110,NA,NA,250,NA,NA
1517_15,1623,TAR,2,57,7,10,NA,NA,NA,NA,360,2,0.461853431
1517_16,1623,TAR,4,57,4,NA,7,90,NA,NA,200,NA,NA
1518_1,1623,TAR,4,57,6,NA,7,90,NA,NA,NA,NA,NA
1518_2,1623,TAR,2,57,4,9,NA,NA,NA,NA,200,0,0.367210594
1518_3,1623,TAR,2,57,7,9,NA,NA,NA,NA,370,8,1.437902932
1518_4,1624,TAR,3,71.5,5,9,5,210,NA,NA,450,NA,NA
1518_5,1624,TAR,3,71.5,5,NA,4,NA,185,135,550,NA,NA
1518_6,1624,TAR,1,71.5,4,7,NA,NA,NA,NA,350,0,0.734421187
1518_7,1624,TAR,1,71.5,8,6,NA,NA,NA,NA,170,0,0.734421187
1518_8,1624,TAR,3,71.5,6,NA,4,145,NA,NA,560,NA,NA
1518_9,1624,TAR,3,71.5,6,NA,7,160,NA,NA,240,NA,NA
1518_10,1624,TAR,4,71.5,10,NA,8,150,100,NA,280,NA,NA
1519_1,1624,TAR,2,71.5,7,NA,NA,NA,NA,NA,750,8,2.312848386
1519_2,1624,TAR,2,71.5,6,NA,NA,NA,NA,NA,550,3,1.403250835
1519_3,1624,TAR,2,71.5,6,9,NA,NA,NA,NA,400,1,0.230926715
1519_4,1624,TAR,2,71.5,8,NA,NA,NA,NA,NA,320,0,0
1519_5,1624,TAR,1,71.5,2,NA,NA,NA,NA,NA,250,0,0.367210594
1519_6,1624,TAR,1,71.5,6,NA,NA,NA,NA,NA,200,0,0.734421187
1519_7,1624,TAR,4,71.5,9,6,6,210,NA,NA,380,NA,NA
1519_8,1624,TAR,4,71.5,8,6,2,250,200,NA,670,NA,NA
1520_1,1624,TAR,3,71.5,6,7,3,200,NA,155,450,NA,NA
1520_2,1624,TAR,4,71.5,6,NA,7,220,NA,NA,450,NA,NA
1520_3,1624,TAR,4,71.5,10,7,6,240,NA,NA,570,NA,NA
1520_4,1625,TAR,2,49,8,5,NA,NA,NA,NA,620,8,1.578427199
1520_5,1625,TAR,4,49,6,NA,NA,285,NA,NA,520,NA,NA
1520_6,1625,TAR,1,49,2,NA,NA,NA,NA,NA,350,1,0.598137309
1520_7,1625,TAR,2,49,7,5,NA,NA,NA,NA,550,6,1.977437645
1520_8,1625,TAR,2,49,8,5,NA,NA,NA,NA,620,6,1.176564508
1520_9,1625,TAR,4,49,9,NA,7,200,120,NA,580,NA,NA
1520_10,1625,TAR,2,49,9,NA,NA,NA,NA,NA,600,7,1.383540725
1520_11,1625,TAR,1,49,6,5,NA,NA,NA,NA,450,3,1.403250835
1520_12,1625,TAR,4,49,6,NA,6,250,170,85,320,NA,NA
1520_13,1625,TAR,3,49,7,10,4,220,NA,130,500,NA,NA
1520_14,1625,TAR,3,49,8,NA,4,150,NA,NA,300,NA,NA
1520_15,1625,TAR,3,49,7,NA,10,160,NA,NA,280,NA,NA
1520_16,1625,TAR,3,49,5,NA,6,140,NA,NA,400,NA,NA
1520_17,1625,TAR,1,49,6,5,NA,NA,NA,NA,210,0,0.734421187
1520_18,1625,TAR,1,49,8,5,NA,NA,NA,NA,250,3,1.403250835
1520_19,1625,TAR,1,49,6,NA,NA,NA,NA,NA,NA,1,0.230926715
1521_1,1625,TAR,4,49,8,6,2,185,110,NA,320,NA,NA
1521_2,1625,TAR,4,49,6,NA,2,195,NA,NA,600,NA,NA
1521_3,1625,TAR,2,49,8,5,NA,NA,NA,NA,420,2,0.829064024
1521_4,1626,TAR,1,51.5,5,NA,NA,NA,NA,NA,100,0,0
1521_5,1626,TAR,1,51.5,6,8,NA,NA,NA,NA,300,0,0.367210594
1521_6,1626,TAR,1,51.5,7,NA,NA,NA,NA,NA,320,0,0.734421187
1521_7,1626,TAR,4,51.5,8,NA,5,110,NA,NA,NA,NA,NA
1521_8,1626,TAR,4,51.5,6,NA,7,180,NA,NA,320,NA,NA
1521_9,1626,TAR,3,51.5,5,6,2,180,NA,NA,340,NA,NA
