id,family,population,block,sw,bb_cum97,bb_cum98,bb_cum99,ht99mm,ht98mm,ht97mm,growth_97,ws_sum,ws_wsum
101_1,801,BAY,1,63,8,6,NA,NA,NA,NA,580,5,1.036040241
101_2,801,BAY,1,63,6,5,NA,NA,NA,NA,560,6,1.910985695
101_3,801,BAY,1,63,7,2,NA,NA,NA,NA,500,2,0.461853431
101_4,801,BAY,1,63,8,10,NA,NA,NA,NA,600,4,1.230926715
101_5,801,BAY,2,63,7,7,NA,NA,NA,NA,520,5,1.770461429
101_6,801,BAY,4,63,6,NA,8,125,120,90,360,NA,NA
101_7,801,BAY,2,63,6,6,NA,NA,NA,NA,520,5,1.770461429
101_8,801,BAY,2,63,9,9,NA,NA,NA,NA,260,1,0.965347903
101_9,801,BAY,3,63,4,NA,6,100,NA,NA,120,NA,NA
101_10,801,BAY,2,63,4,5,NA,NA,NA,NA,330,2,1.196274618
101_11,801,BAY,2,63,6,9,NA,NA,NA,NA,450,7,1.750751319
101_12,801,BAY,3,63,7,5,3,NA,170,100,470,NA,NA
101_13,801,BAY,4,63,8,8,6,110,90,NA,220,NA,NA
101_14,801,BAY,3,63,6,NA,5,115,NA,NA,300,NA,NA
101_15,801,BAY,3,63,9,6,7,140,NA,NA,NA,NA,NA
101_16,801,BAY,4,63,6,NA,6,225,135,NA,600,NA,NA
101_17,801,BAY,4,63,6,4,7,130,110,NA,260,NA,NA
101_18,810,BAY,2,51.5,6,7,NA,NA,NA,NA,760,7,1.383540725
101_19,810,BAY,2,51.5,9,NA,NA,NA,NA,NA,520,6,1.910985695
102_1,810,BAY,2,51.5,9,NA,NA,NA,NA,NA,740,10,1.805113526
102_2,810,BAY,4,51.5,8,NA,6,130,115,NA,480,NA,NA
102_3,810,BAY,1,51.5,4,NA,NA,NA,NA,NA,NA,NA,NA
102_4,810,BAY,4,51.5,6,NA,10,100,60,NA,50,NA,NA
102_5,810,BAY,4,51.5,4,6,4,320,130,110,500,NA,NA
102_6,810,BAY,4,51.5,7,NA,8,135,125,NA,480,NA,NA
102_7,810,BAY,4,51.5,7,NA,6,205,110,NA,460,NA,NA
102_8,810,BAY,3,51.5,8,NA,8,195,135,NA,580,NA,NA
102_9,810,BAY,3,51.5,5,NA,6,215,NA,150,600,NA,NA
102_10,810,BAY,2,51.5,9,9,NA,NA,NA,NA,650,2,0.829064024
102_11,810,BAY,3,51.5,8,8,9,200,NA,NA,450,NA,NA
102_12,810,BAY,1,51.5,6,NA,NA,NA,NA,NA,460,0,0
102_13,810,BAY,1,51.5,9,9,NA,NA,NA,NA,600,1,0.598137309
102_14,810,BAY,3,51.5,6,NA,8,155,135,NA,520,NA,NA
102_15,810,BAY,3,51.5,9,NA,4,130,NA,NA,100,NA,NA
102_16,810,BAY,2,51.5,6,9,NA,NA,NA,NA,560,6,1.176564508
102_17,810,BAY,1,51.5,7,NA,NA,NA,NA,NA,450,0,0
104_1,810,BAY,1,51.5,7,NA,NA,NA,NA,NA,690,2,1.196274618
104_2,811,BAY,4,64.5,6,6,5,350,130,110,620,NA,NA
104_3,811,BAY,4,64.5,7,4,7,145,NA,NA,250,NA,NA
104_4,811,BAY,1,64.5,7,9,NA,NA,NA,NA,260,0,0.734421187
104_5,811,BAY,1,64.5,9,NA,NA,NA,NA,NA,740,4,0.863716122
104_6,811,BAY,4,64.5,7,4,8,165,65,NA,100,NA,NA
104_7,811,BAY,3,64.5,8,NA,5,205,NA,90,400,NA,NA
104_8,811,BAY,2,64.5,10,8,NA,NA,NA,NA,560,3,0.668829648
104_9,811,BAY,2,64.5,7,NA,NA,NA,NA,NA,840,7,2.117961912
104_10,811,BAY,2,64.5,8,7,NA,NA,NA,NA,460,1,0.230926715
104_11,811,BAY,2,64.5,7,5,NA,NA,NA,NA,650,6,1.910985695
104_12,811,BAY,3,64.5,5,4,3,170,NA,100,380,NA,NA
104_13,811,BAY,3,64.5,10,NA,8,210,NA,NA,360,NA,NA
104_14,811,BAY,3,64.5,9,NA,7,200,NA,110,450,NA,NA
104_15,811,BAY,3,64.5,9,8,7,190,NA,NA,600,NA,NA
104_16,811,BAY,1,64.5,4,NA,NA,NA,NA,NA,280,1,0.598137309
104_17,811,BAY,4,64.5,9,NA,4,310,130,125,700,NA,NA
104_18,811,BAY,1,64.5,8,4,NA,NA,NA,NA,730,6,1.543775102
104_19,812,BAY,3,77.5,2,NA,4,115,NA,NA,120,NA,NA
104_20,812,BAY,2,77.5,6,5,NA,NA,NA,NA,950,10,1.805113526
105_1,812,BAY,2,77.5,8,NA,NA,NA,NA,NA,350,0,0.734421187
105_2,812,BAY,3,77.5,2,3,3,285,140,120,550,NA,NA
105_3,812,BAY,4,77.5,4,NA,3,310,150,100,600,NA,NA
105_4,812,BAY,4,77.5,6,NA,6,300,110,NA,580,NA,NA
105_5,812,BAY,4,77.5,6,2,4,275,110,80,450,NA,NA
105_6,812,BAY,4,77.5,6,8,3,345,185,110,NA,NA,NA
105_7,812,BAY,1,77.5,9,10,NA,NA,NA,NA,740,6,1.910985695
105_8,812,BAY,2,77.5,6,9,NA,NA,NA,NA,240,0,0.734421187
105_9,812,BAY,2,77.5,4,5,NA,NA,NA,NA,450,2,1.196274618
105_10,812,BAY,4,77.5,6,NA,NA,340,140,NA,620,NA,NA
105_11,812,BAY,1,77.5,5,3,NA,NA,NA,NA,600,6,1.176564508
105_12,812,BAY,1,77.5,2,9,NA,NA,NA,NA,470,1,0.598137309
105_13,812,BAY,3,77.5,2,NA,8,90,NA,NA,60,NA,NA
105_14,812,BAY,2,77.5,6,6,NA,NA,NA,NA,870,6,1.176564508
105_15,812,BAY,3,77.5,2,NA,8,250,NA,150,460,NA,NA
105_16,812,BAY,1,77.5,5,NA,NA,NA,NA,NA,400,0,0
105_17,812,BAY,1,77.5,5,2,NA,NA,NA,NA,700,6,1.176564508
106_1,813,BAY,4,55.5,5,NA,2,200,100,NA,450,NA,NA
106_2,813,BAY,4,55.5,6,NA,6,295,175,105,630,NA,NA
106_3,813,BAY,2,55.5,8,10,NA,NA,NA,NA,600,7,1.965347903
106_4,813,BAY,4,55.5,8,7,4,225,NA,NA,530,NA,NA
106_5,813,BAY,4,55.5,7,NA,5,NA,NA,NA,NA,NA,NA
106_6,813,BAY,4,55.5,4,NA,6,320,185,NA,1040,NA,NA
106_7,813,BAY,1,55.5,2,4,NA,NA,NA,NA,550,5,0.945637793
106_8,813,BAY,3,55.5,2,5,7,185,160,90,400,NA,NA
106_9,813,BAY,2,55.5,5,5,NA,NA,NA,NA,710,8,1.437902932
106_10,813,BAY,2,55.5,4,2,NA,NA,NA,NA,620,6,1.176564508
106_11,813,BAY,2,55.5,7,9,NA,NA,NA,NA,710,10,2.17232412
106_12,813,BAY,3,55.5,5,5,8,285,210,NA,600,NA,NA
106_13,813,BAY,3,55.5,2,NA,7,70,NA,NA,NA,NA,NA
106_14,813,BAY,3,55.5,2,3,8,190,NA,170,700,NA,NA
106_15,813,BAY,3,55.5,2,NA,7,100,NA,NA,80,NA,NA
106_16,813,BAY,1,55.5,6,6,NA,NA,NA,NA,450,2,0.829064024
106_17,813,BAY,1,55.5,3,4,NA,NA,NA,NA,NA,5,1.68005898
106_18,813,BAY,1,55.5,2,NA,NA,NA,NA,NA,120,0,0.734421187
106_19,815,BAY,3,56,8,NA,8,70,NA,NA,30,NA,NA
107_1,815,BAY,4,56,8,7,7,135,NA,NA,470,NA,NA
107_2,815,BAY,1,56,9,NA,NA,NA,NA,NA,220,0,0
107_3,815,BAY,4,56,6,NA,7,90,NA,NA,160,NA,NA
107_4,815,BAY,4,56,8,NA,10,90,NA,NA,100,NA,NA
107_5,815,BAY,4,56,7,NA,4,285,125,NA,620,NA,NA
107_6,815,BAY,2,56,6,5,NA,NA,NA,NA,500,5,1.805113526
107_7,815,BAY,2,56,7,6,NA,NA,NA,NA,280,0,0.367210594
107_8,815,BAY,2,56,4,NA,NA,NA,NA,NA,430,3,0.668829648
107_9,815,BAY,2,56,5,5,NA,NA,NA,NA,650,4,1.598137309
107_10,815,BAY,2,56,6,7,NA,NA,NA,NA,600,4,1.598137309
107_11,815,BAY,3,56,7,NA,NA,NA,NA,NA,NA,NA,NA
107_12,815,BAY,3,56,6,8,8,90,NA,NA,150,NA,NA
107_13,815,BAY,3,56,10,NA,NA,180,NA,NA,200,NA,NA
107_14,815,BAY,1,56,7,NA,NA,NA,NA,NA,NA,NA,NA
107_15,815,BAY,1,56,9,10,NA,NA,NA,NA,650,6,1.543775102
107_16,815,BAY,1,56,9,7,NA,NA,NA,NA,370,4,0.863716122
107_17,815,BAY,1,56,5,NA,NA,NA,NA,NA,200,0,0.734421187
107_18,816,BAY,2,52.5,6,NA,NA,NA,NA,NA,650,5,1.403250835
108_1,816,BAY,3,52.5,2,NA,4,215,NA,155,380,NA,NA
108_2,816,BAY,4,52.5,6,NA,7,120,NA,NA,NA,NA,NA
108_3,816,BAY,4,52.5,4,NA,6,185,NA,NA,NA,NA,NA
108_4,816,BAY,4,52.5,4,NA,6,220,120,NA,NA,NA,NA
108_5,816,BAY,4,52.5,7,NA,8,190,130,NA,420,NA,NA
108_6,816,BAY,1,52.5,5,NA,NA,NA,NA,NA,600,7,2.117961912
108_7,816,BAY,2,52.5,5,NA,NA,NA,NA,NA,560,4,1.598137309
108_8,816,BAY,2,52.5,6,NA,NA,NA,NA,NA,500,1,0.965347903
108_9,816,BAY,2,52.5,6,2,NA,NA,NA,NA,570,8,1.437902932
108_10,816,BAY,2,52.5,6,8,NA,NA,NA,NA,350,0,0.367210594
108_11,816,BAY,3,52.5,2,NA,8,190,NA,110,180,NA,NA
108_12,816,BAY,3,52.5,8,NA,5,190,NA,155,360,NA,NA
108_13,816,BAY,3,52.5,2,NA,5,200,NA,120,390,NA,NA
108_14,816,BAY,3,52.5,5,NA,9,130,NA,NA,NA,NA,NA
108_15,816,BAY,4,52.5,4,NA,5,110,NA,NA,NA,NA,NA
108_16,816,BAY,1,52.5,6,3,NA,NA,NA,NA,400,4,0.863716122
108_17,816,BAY,1,52.5,5,2,NA,NA,NA,NA,410,0,0
108_18,816,BAY,1,52.5,6,5,NA,NA,NA,NA,900,4,1.598137309
109_1,816,BAY,1,52.5,3,NA,NA,NA,NA,NA,600,6,1.543775102
109_2,817,BAY,4,42.5,6,7,6,260,125,NA,540,NA,NA
109_3,817,BAY,4,42.5,8,7,7,135,125,NA,NA,NA,NA
109_4,817,BAY,4,42.5,10,8,9,300,160,110,560,NA,NA
109_5,817,BAY,1,42.5,5,8,NA,NA,NA,NA,450,1,0.965347903
109_6,817,BAY,2,42.5,6,6,NA,NA,NA,NA,460,0,0.367210594
109_7,817,BAY,2,42.5,7,NA,NA,NA,NA,NA,560,2,0.461853431
109_8,817,BAY,2,42.5,6,7,NA,NA,NA,NA,600,3,1.403250835
109_9,817,BAY,2,42.5,7,2,NA,NA,NA,NA,420,2,0.461853431
109_10,817,BAY,3,42.5,5,7,9,180,140,100,330,NA,NA
109_11,817,BAY,3,42.5,7,8,8,160,NA,NA,450,NA,NA
109_12,817,BAY,3,42.5,5,NA,4,110,NA,NA,300,NA,NA
109_13,817,BAY,3,42.5,9,NA,8,180,NA,140,520,NA,NA
109_14,817,BAY,4,42.5,7,4,7,170,NA,NA,550,NA,NA
109_15,817,BAY,1,42.5,8,NA,NA,NA,NA,NA,300,0,0
109_16,817,BAY,1,42.5,6,6,NA,NA,NA,NA,450,0,0.734421187
109_17,817,BAY,1,42.5,7,6,NA,NA,NA,NA,420,0,0.367210594
109_18,819,BAY,3,50.5,9,NA,6,220,180,NA,450,NA,NA
109_19,819,BAY,4,50.5,7,NA,7,110,NA,NA,NA,NA,NA
110_1,819,BAY,4,50.5,6,NA,4,245,140,100,NA,NA,NA
110_2,819,BAY,4,50.5,6,NA,10,90,NA,NA,100,NA,NA
110_3,819,BAY,4,50.5,7,NA,7,115,NA,NA,NA,NA,NA
110_4,819,BAY,4,50.5,6,7,6,170,NA,NA,400,NA,NA
110_5,819,BAY,2,50.5,6,9,NA,NA,NA,NA,440,2,0.461853431
110_6,819,BAY,2,50.5,6,NA,NA,NA,NA,NA,450,0,0.734421187
110_7,819,BAY,2,50.5,7,NA,NA,NA,NA,NA,520,0,0.734421187
110_8,819,BAY,2,50.5,8,NA,NA,NA,NA,NA,480,2,1.196274618
110_9,819,BAY,3,50.5,4,NA,8,160,NA,NA,200,NA,NA
110_10,819,BAY,3,50.5,6,NA,7,100,NA,NA,NA,NA,NA
110_11,819,BAY,3,50.5,10,8,10,260,140,NA,450,NA,NA
110_12,819,BAY,3,50.5,9,7,6,180,160,90,460,NA,NA
110_13,819,BAY,2,50.5,6,8,NA,NA,NA,NA,550,2,1.196274618
110_14,819,BAY,1,50.5,9,10,NA,NA,NA,NA,500,2,0.461853431
110_15,819,BAY,1,50.5,5,9,NA,NA,NA,NA,170,0,0
110_16,819,BAY,1,50.5,5,10,NA,NA,NA,NA,370,1,0.598137309
110_17,819,BAY,1,50.5,5,9,NA,NA,NA,NA,300,1,0.598137309
111_1,819,BAY,1,50.5,8,10,NA,NA,NA,NA,450,0,0.367210594
111_2,802,BAY,1,51.5,6,7,NA,NA,NA,NA,480,5,1.036040241
111_3,802,BAY,1,51.5,6,7,NA,NA,NA,NA,760,6,1.243016458
111_4,802,BAY,2,51.5,8,9,NA,NA,NA,NA,500,6,1.543775102
111_5,802,BAY,2,51.5,7,9,NA,NA,NA,NA,320,1,0.598137309
111_6,802,BAY,3,51.5,9,NA,6,270,NA,170,600,NA,NA
111_7,802,BAY,4,51.5,8,7,6,190,NA,NA,500,NA,NA
111_8,802,BAY,4,51.5,7,9,6,240,120,110,540,NA,NA
111_9,802,BAY,4,51.5,6,NA,7,300,145,130,760,NA,NA
111_10,802,BAY,4,51.5,7,NA,5,155,NA,NA,600,NA,NA
111_11,802,BAY,4,51.5,7,NA,8,140,NA,NA,440,NA,NA
111_12,802,BAY,1,51.5,8,3,NA,NA,NA,NA,930,2,1.196274618
111_13,802,BAY,2,51.5,8,9,NA,NA,NA,NA,590,2,1.196274618
111_14,802,BAY,2,51.5,9,9,NA,NA,NA,NA,550,5,1.403250835
111_15,802,BAY,2,51.5,6,NA,NA,NA,NA,NA,150,0,0.734421187
111_16,802,BAY,3,51.5,9,8,3,315,130,125,620,NA,NA
111_17,802,BAY,1,51.5,6,6,NA,NA,NA,NA,1050,7,1.383540725
111_18,802,BAY,3,51.5,10,NA,4,120,NA,NA,NA,NA,NA
111_19,802,BAY,1,51.5,6,7,NA,NA,NA,NA,650,6,1.910985695
112_1,802,BAY,3,51.5,7,8,6,120,NA,NA,510,NA,NA
112_2,802,BAY,3,51.5,7,8,NA,240,210,135,510,NA,NA
112_3,820,BAY,3,63.5,9,8,4,195,120,NA,480,NA,NA
112_4,820,BAY,4,63.5,9,NA,6,185,155,NA,NA,NA,NA
112_5,820,BAY,4,63.5,9,2,6,155,NA,NA,350,NA,NA
112_6,820,BAY,4,63.5,8,2,3,160,NA,NA,650,NA,NA
112_7,820,BAY,2,63.5,4,6,NA,NA,NA,NA,550,2,1.196274618
112_8,820,BAY,2,63.5,9,8,NA,NA,NA,NA,950,7,1.965347903
112_9,820,BAY,2,63.5,4,NA,NA,NA,NA,NA,230,1,0.230926715
112_10,820,BAY,2,63.5,9,9,NA,NA,NA,NA,660,2,1.196274618
112_11,820,BAY,4,63.5,6,5,5,380,200,140,750,NA,NA
112_12,820,BAY,3,63.5,8,NA,7,285,130,NA,160,NA,NA
112_13,820,BAY,3,63.5,7,NA,6,250,NA,145,550,NA,NA
112_14,820,BAY,1,63.5,7,9,NA,NA,NA,NA,750,6,1.910985695
112_15,820,BAY,1,63.5,8,6,NA,NA,NA,NA,360,0,0.367210594
112_16,820,BAY,1,63.5,7,9,NA,NA,NA,NA,750,10,2.17232412
112_17,820,BAY,1,63.5,7,8,NA,NA,NA,NA,680,7,1.750751319
113_1,820,BAY,3,63.5,8,8,6,190,165,NA,500,NA,NA
113_2,820,BAY,3,63.5,5,5,3,375,200,155,680,NA,NA
113_3,821,BAY,2,62.5,6,2,NA,NA,NA,NA,820,2,1.196274618
113_4,821,BAY,4,62.5,4,NA,6,180,NA,NA,NA,NA,NA
113_5,821,BAY,4,62.5,5,NA,5,160,NA,NA,400,NA,NA
113_6,821,BAY,2,62.5,7,NA,NA,NA,NA,NA,900,7,1.383540725
113_7,821,BAY,4,62.5,4,NA,5,310,125,110,NA,NA,NA
113_8,821,BAY,3,62.5,2,NA,7,100,NA,NA,NA,NA,NA
113_9,821,BAY,2,62.5,4,8,NA,NA,NA,NA,510,0,0.367210594
113_10,821,BAY,4,62.5,4,NA,4,140,NA,NA,NA,NA,NA
113_11,821,BAY,4,62.5,4,NA,5,245,NA,NA,380,NA,NA
113_12,821,BAY,1,62.5,2,8,NA,NA,NA,NA,100,0,0.367210594
113_13,821,BAY,3,62.5,7,8,3,205,120,NA,430,NA,NA
113_14,821,BAY,3,62.5,3,2,4,305,130,80,470,NA,NA
113_15,821,BAY,3,62.5,7,8,5,200,NA,NA,650,NA,NA
113_16,821,BAY,1,62.5,2,4,NA,NA,NA,NA,100,0,0
113_17,821,BAY,1,62.5,5,9,NA,NA,NA,NA,NA,NA,NA
113_18,821,BAY,1,62.5,4,5,NA,NA,NA,NA,420,2,0.461853431
113_19,821,BAY,1,62.5,3,NA,NA,NA,NA,NA,600,1,0.965347903
114_1,821,BAY,2,62.5,5,9,NA,NA,NA,NA,440,2,0.461853431
114_2,821,BAY,2,62.5,4,9,NA,NA,NA,NA,NA,1,0.598137309
114_3,822,BAY,1,52.5,6,8,NA,NA,NA,NA,600,3,1.036040241
114_4,822,BAY,4,52.5,6,7,8,190,150,NA,500,NA,NA
114_5,822,BAY,4,52.5,6,NA,4,150,NA,NA,NA,NA,NA
114_6,822,BAY,2,52.5,6,NA,NA,NA,NA,NA,320,1,0.598137309
114_7,822,BAY,2,52.5,9,8,NA,NA,NA,NA,500,1,0.230926715
114_8,822,BAY,2,52.5,9,7,NA,NA,NA,NA,750,2,1.196274618
114_9,822,BAY,2,52.5,8,6,NA,NA,NA,NA,620,2,0.829064024
114_10,822,BAY,3,52.5,5,8,5,310,NA,140,600,NA,NA
114_11,822,BAY,3,52.5,4,NA,6,155,NA,NA,NA,NA,NA
114_12,822,BAY,3,52.5,4,NA,6,240,215,110,NA,NA,NA
114_13,822,BAY,3,52.5,8,6,6,325,NA,175,500,NA,NA
114_14,822,BAY,4,52.5,9,10,8,325,200,115,650,NA,NA
114_15,822,BAY,3,52.5,10,7,4,200,NA,NA,NA,NA,NA
114_16,822,BAY,4,52.5,5,6,10,170,100,NA,350,NA,NA
114_17,822,BAY,1,52.5,3,8,NA,NA,NA,NA,NA,NA,NA
114_18,822,BAY,4,52.5,8,2,NA,145,NA,NA,500,NA,NA
115_1,822,BAY,1,52.5,4,9,NA,NA,NA,NA,330,0,0.367210594
115_2,822,BAY,1,52.5,8,NA,NA,NA,NA,NA,130,0,0.367210594
115_3,823,BAY,2,50.5,8,5,NA,NA,NA,NA,580,7,1.965347903
115_4,823,BAY,4,50.5,6,NA,4,250,140,NA,520,NA,NA
115_5,823,BAY,4,50.5,8,7,5,235,NA,NA,460,NA,NA
115_6,823,BAY,3,50.5,10,NA,NA,190,NA,NA,600,NA,NA
115_7,823,BAY,2,50.5,6,2,NA,NA,NA,NA,790,10,1.805113526
115_8,823,BAY,2,50.5,6,2,NA,NA,NA,NA,720,8,2.17232412
115_9,823,BAY,4,50.5,10,10,7,220,180,150,830,NA,NA
115_10,823,BAY,4,50.5,8,6,7,140,NA,NA,330,NA,NA
115_11,823,BAY,1,50.5,6,9,NA,NA,NA,NA,580,9,1.632789406
115_12,823,BAY,3,50.5,2,3,4,300,100,90,500,NA,NA
115_13,823,BAY,2,50.5,7,4,NA,NA,NA,NA,800,6,1.176564508
115_14,823,BAY,2,50.5,9,9,NA,NA,NA,NA,820,9,1.632789406
115_15,823,BAY,3,50.5,5,NA,7,140,NA,NA,400,NA,NA
115_16,823,BAY,1,50.5,9,9,NA,NA,NA,NA,450,4,0.863716122
115_17,823,BAY,1,50.5,9,9,NA,NA,NA,NA,650,6,1.176564508
116_1,823,BAY,1,50.5,10,9,NA,NA,NA,NA,350,1,0.230926715
116_2,823,BAY,3,50.5,5,NA,6,250,NA,170,400,NA,NA
116_3,825,BAY,4,63,9,NA,3,180,115,NA,430,NA,NA
116_4,825,BAY,4,63,9,6,6,260,80,NA,400,NA,NA
116_5,825,BAY,4,63,6,8,3,200,125,NA,500,NA,NA
116_6,825,BAY,1,63,9,NA,NA,NA,NA,NA,NA,NA,NA
116_7,825,BAY,4,63,10,7,7,115,NA,NA,300,NA,NA
116_8,825,BAY,2,63,9,NA,NA,NA,NA,NA,200,0,0
116_9,825,BAY,2,63,9,2,NA,NA,NA,NA,500,NA,NA
116_10,825,BAY,4,63,8,7,3,240,160,95,430,NA,NA
116_11,825,BAY,2,63,10,5,NA,NA,NA,NA,500,2,0.461853431
116_12,825,BAY,3,63,5,NA,5,190,105,NA,80,NA,NA
116_13,825,BAY,3,63,7,NA,6,120,NA,NA,100,NA,NA
116_14,825,BAY,3,63,6,3,4,195,NA,NA,350,NA,NA
116_15,825,BAY,3,63,2,NA,4,280,NA,140,NA,NA,NA
116_16,825,BAY,3,63,7,NA,6,180,NA,NA,NA,NA,NA
116_17,825,BAY,1,63,9,9,NA,NA,NA,NA,260,NA,NA
116_18,825,BAY,1,63,8,9,NA,NA,NA,NA,570,6,1.610227052
116_19,825,BAY,1,63,9,NA,NA,NA,NA,NA,320,1,0.230926715
117_1,825,BAY,1,63,5,5,NA,NA,NA,NA,NA,4,0.805113526
117_2,825,BAY,2,63,8,NA,NA,NA,NA,NA,300,0,0
117_3,825,BAY,2,63,7,NA,NA,NA,NA,NA,NA,NA,NA
117_4,826,BAY,4,51.5,5,2,3,330,165,90,430,NA,NA
117_5,826,BAY,4,51.5,4,2,3,260,95,NA,430,NA,NA
117_6,826,BAY,4,51.5,4,NA,3,NA,170,NA,460,NA,NA
117_7,826,BAY,2,51.5,4,2,NA,NA,NA,NA,320,7,1.230926715
117_8,826,BAY,2,51.5,4,2,NA,NA,NA,NA,450,1,0.230926715
117_9,826,BAY,2,51.5,6,5,NA,NA,NA,NA,600,3,0.668829648
117_10,826,BAY,2,51.5,5,2,NA,NA,NA,NA,500,8,1.437902932
117_11,826,BAY,3,51.5,5,NA,7,325,NA,160,400,NA,NA
117_12,826,BAY,3,51.5,5,2,4,310,120,NA,430,NA,NA
117_13,826,BAY,3,51.5,2,NA,5,115,NA,NA,180,NA,NA
117_14,826,BAY,3,51.5,5,4,3,340,135,90,430,NA,NA
117_15,826,BAY,1,51.5,5,2,NA,NA,NA,NA,470,6,1.176564508
117_16,826,BAY,1,51.5,4,5,NA,NA,NA,NA,580,4,0.863716122
117_17,826,BAY,1,51.5,5,3,NA,NA,NA,NA,620,9,1.750751319
117_18,826,BAY,4,51.5,4,NA,2,220,120,NA,NA,NA,NA
118_1,826,BAY,1,51.5,5,2,NA,NA,NA,NA,460,6,1.243016458
118_2,827,BAY,4,49,5,NA,6,160,105,NA,450,NA,NA
118_3,827,BAY,4,49,9,5,6,350,165,NA,500,NA,NA
118_4,827,BAY,4,49,5,8,NA,NA,NA,NA,800,NA,NA
118_5,827,BAY,4,49,10,NA,3,230,120,NA,550,NA,NA
118_6,827,BAY,2,49,6,NA,NA,NA,NA,NA,850,4,0.863716122
118_7,827,BAY,2,49,5,8,NA,NA,NA,NA,550,2,0.461853431
118_8,827,BAY,2,49,6,5,NA,NA,NA,NA,800,6,1.176564508
118_9,827,BAY,2,49,6,9,NA,NA,NA,NA,420,3,1.036040241
118_10,827,BAY,3,49,5,NA,3,325,NA,190,470,NA,NA
118_11,827,BAY,3,49,7,NA,4,220,100,NA,400,NA,NA
118_12,827,BAY,3,49,8,5,3,350,150,110,550,NA,NA
118_13,827,BAY,3,49,7,NA,4,370,180,105,560,NA,NA
118_14,827,BAY,4,49,6,7,3,215,NA,NA,750,NA,NA
118_15,827,BAY,1,49,7,5,NA,NA,NA,NA,460,5,1.403250835
118_16,827,BAY,1,49,2,9,NA,NA,NA,NA,350,5,1.403250835
118_17,827,BAY,1,49,6,9,NA,NA,NA,NA,640,4,1.230926715
118_18,827,BAY,1,49,8,6,NA,NA,NA,NA,620,4,1.598137309
118_19,827,BAY,1,49,6,4,NA,NA,NA,NA,700,6,1.977437645
119_1,827,BAY,2,49,6,5,NA,NA,NA,NA,740,1,0.230926715
119_2,827,BAY,3,49,5,NA,5,325,150,NA,600,NA,NA
119_3,828,BAY,4,62,7,7,7,220,100,70,300,NA,NA
119_4,828,BAY,4,62,6,NA,4,150,NA,NA,300,NA,NA
119_5,828,BAY,4,62,8,NA,4,175,110,100,420,NA,NA
119_6,828,BAY,2,62,4,NA,NA,NA,NA,NA,400,1,0.598137309
119_7,828,BAY,2,62,6,5,NA,NA,NA,NA,500,1,0.965347903
119_8,828,BAY,2,62,4,2,NA,NA,NA,NA,390,1,0.965347903
119_9,828,BAY,3,62,7,7,7,215,110,NA,480,NA,NA
119_10,828,BAY,3,62,7,8,4,330,200,95,380,NA,NA
119_11,828,BAY,3,62,8,NA,3,240,130,NA,490,NA,NA
119_12,828,BAY,3,62,4,NA,2,200,NA,NA,NA,NA,NA
119_13,828,BAY,4,62,6,NA,3,195,NA,NA,480,NA,NA
119_14,828,BAY,1,62,6,8,NA,NA,NA,NA,220,0,0.734421187
119_15,828,BAY,1,62,6,3,NA,NA,NA,NA,400,5,1.770461429
119_16,828,BAY,1,62,4,8,NA,NA,NA,NA,700,5,1.437902932
119_17,828,BAY,1,62,7,2,NA,NA,NA,NA,730,2,0.461853431
120_1,828,BAY,3,62,8,NA,4,130,NA,NA,220,NA,NA
120_2,828,BAY,2,62,6,8,NA,NA,NA,NA,310,0,0.367210594
120_3,829,BAY,1,62,8,7,NA,NA,NA,NA,520,5,1.770461429
120_4,829,BAY,4,62,6,NA,7,270,140,NA,600,NA,NA
120_5,829,BAY,1,62,8,NA,NA,NA,NA,NA,570,6,1.243016458
120_6,829,BAY,4,62,4,NA,3,200,110,NA,450,NA,NA
120_7,829,BAY,2,62,4,8,NA,NA,NA,NA,150,0,0.367210594
120_8,829,BAY,2,62,4,5,NA,NA,NA,NA,150,0,0.734421187
120_9,829,BAY,4,62,6,10,2,200,120,NA,560,NA,NA
120_10,829,BAY,3,62,9,NA,7,165,NA,NA,310,NA,NA
120_11,829,BAY,3,62,5,NA,5,90,NA,NA,100,NA,NA
120_12,829,BAY,3,62,9,7,9,220,NA,NA,520,NA,NA
120_13,829,BAY,3,62,4,NA,4,295,NA,130,440,NA,NA
120_14,829,BAY,2,62,7,6,NA,NA,NA,NA,360,4,1.17232412
120_15,829,BAY,2,62,4,8,NA,NA,NA,NA,560,4,1.598137309
120_16,829,BAY,1,62,6,8,NA,NA,NA,NA,410,2,0.461853431
120_17,829,BAY,4,62,6,8,5,220,140,NA,550,NA,NA
120_18,829,BAY,2,62,9,8,NA,NA,NA,NA,660,5,1.036040241
120_19,829,BAY,1,62,8,6,NA,NA,NA,NA,830,6,1.977437645
121_1,829,BAY,1,62,6,NA,NA,NA,NA,NA,750,5,1.036040241
121_2,803,BAY,4,59,8,9,NA,240,NA,NA,520,NA,NA
121_3,803,BAY,1,59,8,5,NA,NA,NA,NA,570,1,0.230926715
121_4,803,BAY,2,59,8,NA,NA,NA,NA,NA,600,2,1.196274618
121_5,803,BAY,2,59,6,8,NA,NA,NA,NA,420,1,0.598137309
121_6,803,BAY,1,59,9,10,NA,NA,NA,NA,560,2,1.196274618
121_7,803,BAY,4,59,6,10,6,120,NA,NA,430,NA,NA
